iter	Passed	Remaining
344	10701	2047
345	10733	2016
346	10763	1985
347	10798	1954
348	10826	1923
349	10857	1892
350	10888	1861
351	10925	1831
352	10959	1800
353	10990	1769
354	11025	1739
355	11059	1708
356	11090	1677
357	11121	1646
358	11147	1614
359	11176	1583
360	11206	1552
361	11229	1519
362	11256	1488
363	11280	1456
364	11307	1425
365	11335	1393
366	11358	1361
367	11383	1330
368	11411	1298
369	11437	1267
370	11464	1236
371	11489	1204
372	11516	1173
373	11543	1142
374	11570	1110
375	11594	1079
376	11618	1047
377	11644	1016
378	11669	985
379	11696	954
380	11723	923
381	11747	891
382	11773	860
383	11799	829
384	11823	798
385	11853	767
386	11878	736
387	11903	705
388	11928	674
389	11956	643
390	11988	613
391	12025	582
392	12059	552
393	12091	521
394	12122	491
395	12153	460
396	12182	429
397	12209	398
398	12236	368
399	12260	337
400	12288	306
401	12314	275
402	12340	244
403	12369	214
404	12393	183
405	12420	152
406	12446	122
407	12473	91
408	12496	61
409	12524	30
410	12551	0
